REPO_PATH: code_lists/medications/diabetes/non_insulin_dm_meds_dmd.csv
SITE_URL: https://exeter-diabetes.github.io/sde-sw-framework/code_lists/medications/diabetes/non_insulin_dm_meds_dmd.csv/
GITHUB_URL: https://github.com/Exeter-Diabetes/sde-sw-framework/blob/dev/code_lists/medications/diabetes/non_insulin_dm_meds_dmd.csv
FILE_NAME: non_insulin_dm_meds_dmd.csv

CONTENT_START
dmd_code,term,drug_class_1,drug_class_2,drug_substance_1,drug_substance_2
41184311000001100,Sitagliptin 50mg tablets (A A H Pharmaceuticals Ltd),DPP4,NA,Sitagliptin,NA
41184411000001107,Sitagliptin 50mg tablets (A A H Pharmaceuticals Ltd) 28 tablet 2 x 14 tablets,DPP4,NA,Sitagliptin,NA
41184511000001106,Sitagliptin 100mg tablets (A A H Pharmaceuticals Ltd),DPP4,NA,Sitagliptin,NA
41184611000001105,Sitagliptin 100mg tablets (A A H Pharmaceuticals Ltd) 28 tablet 2 x 14 tablets,DPP4,NA,Sitagliptin,NA
41204011000001104,Sitagliptin 100mg/5ml oral solution sugar free 150 ml,DPP4,NA,Sitagliptin,NA
41204111000001103,Sitagliptin 100mg/5ml oral solution sugar free (Thame Laboratories Ltd),DPP4,NA,Sitagliptin,NA
41204211000001109,Sitagliptin 100mg/5ml oral solution sugar free (Thame Laboratories Ltd) 150 ml,DPP4,NA,Sitagliptin,NA
41210211000001104,Vildagliptin 50mg / Metformin 850mg tablets (Teva UK Ltd),MFN,DPP4,Metformin,Vildagliptin
41210311000001107,Vildagliptin 50mg / Metformin 850mg tablets (Teva UK Ltd) 60 tablet 2 x 30 tablets,MFN,DPP4,Metformin,Vildagliptin
41210411000001100,Vildagliptin 50mg / Metformin 1g tablets (Teva UK Ltd),MFN,DPP4,Metformin,Vildagliptin
41210511000001101,Vildagliptin 50mg / Metformin 1g tablets (Teva UK Ltd) 60 tablet 2 x 30 tablets,MFN,DPP4,Metformin,Vildagliptin
41212611000001101,Metformin 1g modified-release tablets (Amarox Ltd),MFN,NA,Metformin,NA
41212711000001105,Metformin 1g modified-release tablets (Amarox Ltd) 28 tablet 2 x 14 tablets,MFN,NA,Metformin,NA
41212811000001102,Metformin 1g modified-release tablets (Amarox Ltd) 56 tablet 4 x 14 tablets,MFN,NA,Metformin,NA
41213411000001108,Sitagliptin 100mg/5ml oral solution sugar free,DPP4,NA,Sitagliptin,NA
41215611000001105,Metformin 500mg modified-release tablets (Amarox Ltd),MFN,NA,Metformin,NA
41215711000001101,Metformin 500mg modified-release tablets (Amarox Ltd) 28 tablet 2 x 14 tablets,MFN,NA,Metformin,NA
41215811000001109,Metformin 500mg modified-release tablets (Amarox Ltd) 56 tablet 4 x 14 tablets,MFN,NA,Metformin,NA
41215911000001104,Metformin 750mg modified-release tablets (Amarox Ltd),MFN,NA,Metformin,NA
41216011000001107,Metformin 750mg modified-release tablets (Amarox Ltd) 28 tablet 2 x 14 tablets,MFN,NA,Metformin,NA
41216111000001108,Metformin 750mg modified-release tablets (Amarox Ltd) 56 tablet 4 x 14 tablets,MFN,NA,Metformin,NA
41237411000001105,Sitagliptin 100mg tablets (Amarox Ltd),DPP4,NA,Sitagliptin,NA
41237511000001109,Sitagliptin 100mg tablets (Amarox Ltd) 28 tablet 2 x 14 tablets,DPP4,NA,Sitagliptin,NA
41237611000001108,Sitagliptin 25mg tablets (Amarox Ltd),DPP4,NA,Sitagliptin,NA
41237711000001104,Sitagliptin 25mg tablets (Amarox Ltd) 28 tablet 2 x 14 tablets,DPP4,NA,Sitagliptin,NA
41237811000001107,Sitagliptin 50mg tablets (Amarox Ltd),DPP4,NA,Sitagliptin,NA
41237911000001102,Sitagliptin 50mg tablets (Amarox Ltd) 28 tablet 2 x 14 tablets,DPP4,NA,Sitagliptin,NA
41326811000001100,Vildagliptin 50mg / Metformin 1g tablets (Alliance Healthcare (Distribution) Ltd),MFN,DPP4,Metformin,Vildagliptin
41326911000001105,Vildagliptin 50mg / Metformin 1g tablets (Alliance Healthcare (Distribution) Ltd) 60 tablet 2 x 30 tablets,MFN,DPP4,Metformin,Vildagliptin
41327011000001109,Vildagliptin 50mg / Metformin 850mg tablets (Alliance Healthcare (Distribution) Ltd),MFN,DPP4,Metformin,Vildagliptin
41327111000001105,Vildagliptin 50mg / Metformin 850mg tablets (Alliance Healthcare (Distribution) Ltd) 60 tablet 2 x 30 tablets,MFN,DPP4,Metformin,Vildagliptin
41336711000001106,Metformin 1g/5ml oral solution sugar free (Zentiva Pharma UK Ltd),MFN,NA,Metformin,NA
41336811000001103,Metformin 1g/5ml oral solution sugar free (Zentiva Pharma UK Ltd) 150 ml,MFN,NA,Metformin,NA
41362811000001105,Sitagliptin 25mg tablets (Accord Healthcare Ltd),DPP4,NA,Sitagliptin,NA
41363011000001108,Sitagliptin 25mg tablets (Accord Healthcare Ltd) 28 tablet 2 x 14 tablets,DPP4,NA,Sitagliptin,NA
41363111000001109,Sitagliptin 50mg tablets (Accord Healthcare Ltd),DPP4,NA,Sitagliptin,NA
41363211000001103,Sitagliptin 50mg tablets (Accord Healthcare Ltd) 28 tablet 2 x 14 tablets,DPP4,NA,Sitagliptin,NA
41363411000001104,Sitagliptin 100mg tablets (Accord Healthcare Ltd),DPP4,NA,Sitagliptin,NA
41363611000001101,Sitagliptin 100mg tablets (Accord Healthcare Ltd) 28 tablet 2 x 14 tablets,DPP4,NA,Sitagliptin,NA
41401711000001104,Sitagliptin 125mg/5ml oral solution sugar free 100 ml,DPP4,NA,Sitagliptin,NA
41401811000001107,Sitagliptin 125mg/5ml oral solution sugar free (Zentiva Pharma UK Ltd),DPP4,NA,Sitagliptin,NA
41401911000001102,Sitagliptin 125mg/5ml oral solution sugar free (Zentiva Pharma UK Ltd) 100 ml,DPP4,NA,Sitagliptin,NA
41426811000001107,Sitagliptin 50mg / Metformin 1g tablets (Zentiva Pharma UK Ltd) (product),MFN,DPP4,Metformin,Sitagliptin
41426911000001102,Metformin 1g / Sitagliptin 50mg tablets (Zentiva Pharma UK Ltd) 56 tablet 4 x 14 tablets,MFN,DPP4,Metformin,Sitagliptin
41434711000001105,Sitagliptin 25mg tablets (Milpharm Ltd),DPP4,NA,Sitagliptin,NA
41434811000001102,Sitagliptin 25mg tablets (Milpharm Ltd) 28 tablet 2 x 14 tablets,DPP4,NA,Sitagliptin,NA
41434911000001107,Sitagliptin 50mg tablets (Milpharm Ltd),DPP4,NA,Sitagliptin,NA
41435011000001107,Sitagliptin 50mg tablets (Milpharm Ltd) 28 tablet 2 x 14 tablets,DPP4,NA,Sitagliptin,NA
41435111000001108,Sitagliptin 100mg tablets (Milpharm Ltd),DPP4,NA,Sitagliptin,NA
41435211000001102,Sitagliptin 100mg tablets (Milpharm Ltd) 28 tablet 2 x 14 tablets,DPP4,NA,Sitagliptin,NA
41448911000001101,Vildagliptin 50mg / Metformin 850mg tablets (A A H Pharmaceuticals Ltd),MFN,DPP4,Metformin,Vildagliptin
41449011000001105,Vildagliptin 50mg / Metformin 850mg tablets (A A H Pharmaceuticals Ltd) 60 tablet 2 x 30 tablets,MFN,DPP4,Metformin,Vildagliptin
41449111000001106,Vildagliptin 50mg / Metformin 1g tablets (A A H Pharmaceuticals Ltd),MFN,DPP4,Metformin,Vildagliptin
41449211000001100,Vildagliptin 50mg / Metformin 1g tablets (A A H Pharmaceuticals Ltd) 60 tablet 2 x 30 tablets,MFN,DPP4,Metformin,Vildagliptin
41508311000001100,Metformin 500mg modified-release tablets (Somex Pharma),MFN,NA,Metformin,NA
41508411000001107,Metformin 500mg modified-release tablets (Somex Pharma) 28 tablet 2 x 14 tablets,MFN,NA,Metformin,NA
41508511000001106,Metformin 500mg modified-release tablets (Somex Pharma) 56 tablet 4 x 14 tablets,MFN,NA,Metformin,NA
41532611000001101,Sitagliptin 100mg/5ml oral solution sugar free (Alliance Healthcare (Distribution) Ltd),DPP4,NA,Sitagliptin,NA
41532711000001105,Sitagliptin 100mg/5ml oral solution sugar free (Alliance Healthcare (Distribution) Ltd) 150 ml,DPP4,NA,Sitagliptin,NA
41535511000001106,Sitagliptin 125mg/5ml oral solution sugar free,DPP4,NA,Sitagliptin,NA
41549411000001109,Gliclazide 60mg modified-release tablets (Krka UK Ltd),SU,NA,Gliclazide,NA
41549511000001108,Gliclazide 60mg modified-release tablets (Krka UK Ltd) 28 tablet 2 x 14 tablets,SU,NA,Gliclazide,NA
41591411000001103,Sitagliptin 50mg / Metformin 1g tablets (Dr Reddy's Laboratories (UK) Ltd),MFN,DPP4,Metformin,Sitagliptin
41591511000001104,Sitagliptin 50mg / Metformin 1g tablets (Dr Reddy's Laboratories (UK) Ltd) 56 tablet 8 x 7 tablets (product),MFN,DPP4,Metformin,Sitagliptin
41616411000001100,Metformin 500mg tablets (Medley Pharma Ltd),MFN,NA,Metformin,NA
41616511000001101,Metformin 500mg tablets (Medley Pharma Ltd) 28 tablet 2 x 14 tablets,MFN,NA,Metformin,NA
41616611000001102,Metformin 500mg tablets (Medley Pharma Ltd) 84 tablet 6 x 14 tablets,MFN,NA,Metformin,NA
41616711000001106,Metformin 500mg tablets (Medley Pharma Ltd) 500 tablet,MFN,NA,Metformin,NA
41616811000001103,Metformin 500mg tablets (Medley Pharma Ltd) 1000 tablet,MFN,NA,Metformin,NA
41616911000001108,Metformin 850mg tablets (Medley Pharma Ltd),MFN,NA,Metformin,NA
41617011000001107,Metformin 850mg tablets (Medley Pharma Ltd) 56 tablet 4 x 14 tablets,MFN,NA,Metformin,NA
41617211000001102,Metformin 850mg tablets (Medley Pharma Ltd) 300 tablet,MFN,NA,Metformin,NA
417734003,Exenatide,GLP1,NA,Exenatide,NA
41781411000001100,Sitagliptin 50mg / Metformin 1g tablets (Alliance Healthcare (Distribution) Ltd) (product),MFN,DPP4,Metformin,Sitagliptin
41781511000001101,Sitagliptin 50mg / Metformin 1g tablets (Alliance Healthcare (Distribution) Ltd) 56 tablet 8 x 7 tablets,MFN,DPP4,Metformin,Sitagliptin
418835009,Pioglitazone + Metformin,MFN,TZD,Metformin,Pioglitazone
41887211000001107,Sitagliptin 25mg tablets (Krka UK Ltd),DPP4,NA,Sitagliptin,NA
41887311000001104,Sitagliptin 25mg tablets (Krka UK Ltd) 28 tablet 2 x 14 tablets,DPP4,NA,Sitagliptin,NA
41887411000001106,Sitagliptin 50mg tablets (Krka UK Ltd),DPP4,NA,Sitagliptin,NA
41887511000001105,Sitagliptin 50mg tablets (Krka UK Ltd) 28 tablet 2 x 14 tablets,DPP4,NA,Sitagliptin,NA
41887611000001109,Sitagliptin 100mg tablets (Krka UK Ltd),DPP4,NA,Sitagliptin,NA
41887711000001100,Sitagliptin 100mg tablets (Krka UK Ltd) 28 tablet 2 x 14 tablets,DPP4,NA,Sitagliptin,NA
41937411000001106,Metformin 1g / Sitagliptin 50mg tablets (A A H Pharmaceuticals Ltd),MFN,DPP4,Metformin,Sitagliptin
41937511000001105,Sitagliptin 50mg / Metformin 1g tablets (A A H Pharmaceuticals Ltd) 56 tablet 8 x 7 tablets,MFN,DPP4,Metformin,Sitagliptin
419575000,Pioglitazone 15 mg and metformin 500 mg oral tablet,MFN,TZD,Metformin,Pioglitazone
41970111000001104,Vildagliptin 50mg tablets (Milpharm Ltd),DPP4,NA,Vildagliptin,NA
41970211000001105,Vildagliptin 50mg tablets (Milpharm Ltd) 56 tablet 4 x 14 tablets,DPP4,NA,Vildagliptin,NA
41978711000001101,Metformin 500mg/5ml oral solution sugar free (Medley Pharma Ltd),MFN,NA,Metformin,NA
41978811000001109,Metformin 500mg/5ml oral solution sugar free (Medley Pharma Ltd) 100 ml,MFN,NA,Metformin,NA
41979011000001108,Metformin 500mg/5ml oral solution sugar free (Medley Pharma Ltd) 150 ml,MFN,NA,Metformin,NA
419873003,Metformin 850mg / Pioglitazone 15mg tablets,MFN,TZD,Metformin,Pioglitazone
42004911000001105,Sitagliptin 50mg / Metformin 1g tablets (Torrent Pharma (UK) Ltd),MFN,DPP4,Metformin,Sitagliptin
42005011000001105,Metformin 1g / Sitagliptin 50mg tablets (Torrent Pharma (UK) Ltd) 56 tablet 4 x 14 tablets,MFN,DPP4,Metformin,Sitagliptin
42052811000001102,Sitagliptin 25mg/ml oral solution sugar free (A A H Pharmaceuticals Ltd),DPP4,NA,Sitagliptin,NA
42052911000001107,Sitagliptin 25mg/ml oral solution sugar free (A A H Pharmaceuticals Ltd) 100 ml,DPP4,NA,Sitagliptin,NA
42058111000001107,Sitagliptin 50mg / Metformin 1g tablets (Genus Pharmaceuticals Ltd) (product),MFN,DPP4,Metformin,Sitagliptin
42058211000001101,Sitagliptin 50mg / Metformin 1g tablets (Genus Pharmaceuticals Ltd) 56 tablet 7 x 8 tablets,MFN,DPP4,Metformin,Sitagliptin
42075411000001109,Sitagliptin 50mg / Metformin 1g tablets (Celix Pharma Ltd),MFN,DPP4,Metformin,Sitagliptin
42075511000001108,Metformin 1g / Sitagliptin 50mg tablets (Celix Pharma Ltd) 56 tablet 4 x 14 tablets,MFN,DPP4,Metformin,Sitagliptin
42075911000001101,Sitagliptin 25mg tablets (Celix Pharma Ltd),DPP4,NA,Sitagliptin,NA
42076011000001109,Sitagliptin 25mg tablets (Celix Pharma Ltd) 28 tablet 2 x 14 tablets,DPP4,NA,Sitagliptin,NA
42076111000001105,Sitagliptin 50mg tablets (Celix Pharma Ltd),DPP4,NA,Sitagliptin,NA
42076211000001104,Sitagliptin 50mg tablets (Celix Pharma Ltd) 28 tablet 2 x 14 tablets,DPP4,NA,Sitagliptin,NA
42076311000001107,Sitagliptin 100mg tablets (Celix Pharma Ltd),DPP4,NA,Sitagliptin,NA
42076411000001100,Sitagliptin 100mg tablets (Celix Pharma Ltd) 28 tablet 2 x 14 tablets,DPP4,NA,Sitagliptin,NA
42080211000001108,Acarbose 100mg tablets,Acarbose,NA,Acarbose,NA
42080311000001100,Acarbose 50mg tablets,Acarbose,NA,Acarbose,NA
42081111000001108,Chlorpropamide 100mg tablets,SU,NA,Chlorpropamide,NA
42081211000001102,Chlorpropamide 250mg tablets,SU,NA,Chlorpropamide,NA
42082711000001102,Glibenclamide 2.5mg tablets,SU,NA,Glibenclamide,NA
42082811000001105,Glibenclamide 5mg tablets,SU,NA,Glibenclamide,NA
42082911000001100,Gliclazide 80mg tablets,SU,NA,Gliclazide,NA
42083011000001108,Glimepiride 1mg tablets,SU,NA,Glimepiride,NA
42083111000001109,Glimepiride 2mg tablets,SU,NA,Glimepiride,NA
42083211000001103,Glimepiride 3mg tablets,SU,NA,Glimepiride,NA
42083311000001106,Glimepiride 4mg tablets,SU,NA,Glimepiride,NA
42083411000001104,Glipizide 2.5mg tablets,SU,NA,Glipizide,NA
42083511000001100,Glipizide 5mg tablets,SU,NA,Glipizide,NA
42083611000001101,Gliquidone 30mg tablets,SU,NA,Gliquidone,NA
42084911000001109,Metformin 500mg tablets,MFN,NA,Metformin,NA
42085011000001109,Metformin 500mg/5ml oral solution,MFN,NA,Metformin,NA
42085111000001105,Metformin 850mg tablets,MFN,NA,Metformin,NA
42085711000001106,Nateglinide 120mg tablets,Glinide,NA,Nateglinide,NA
42085811000001103,Nateglinide 180mg tablets,Glinide,NA,Nateglinide,NA
42085911000001108,Nateglinide 60mg tablets,Glinide,NA,Nateglinide,NA
42086111000001104,Pioglitazone 15mg / Metformin 850mg tablets,MFN,TZD,Metformin,Pioglitazone
42086211000001105,Pioglitazone 15mg tablets,TZD,NA,Pioglitazone,NA
42086311000001102,Pioglitazone 30mg tablets,TZD,NA,Pioglitazone,NA
42086411000001109,Pioglitazone 45mg tablets,TZD,NA,Pioglitazone,NA
42088111000001100,Repaglinide 1mg tablets,Glinide,NA,Repaglinide,NA
42088211000001106,Repaglinide 2mg tablets,Glinide,NA,Repaglinide,NA
42088311000001103,Repaglinide 500microgram tablets,Glinide,NA,Repaglinide,NA
42088711000001104,Rosiglitazone 1mg / Metformin 500mg tablets,MFN,TZD,Metformin,Rosiglitazone
42088811000001107,Rosiglitazone 2mg / Metformin 1g tablets,MFN,TZD,Metformin,Rosiglitazone
42088911000001102,Rosiglitazone 2mg / Metformin 500mg tablets,MFN,TZD,Metformin,Rosiglitazone
42089011000001106,Rosiglitazone 4mg / Metformin 1g tablets,MFN,TZD,Metformin,Rosiglitazone
42089111000001107,Rosiglitazone 4mg tablets,TZD,NA,Rosiglitazone,NA
42089211000001101,Rosiglitazone 8mg tablets,TZD,NA,Rosiglitazone,NA
42089711000001108,Sitagliptin 100mg tablets,DPP4,NA,Sitagliptin,NA
42089811000001100,Sitagliptin 25mg tablets,DPP4,NA,Sitagliptin,NA
42089911000001105,Sitagliptin 50mg tablets,DPP4,NA,Sitagliptin,NA
42090411000001106,Tolazamide 250mg tablets,SU,NA,Tolazamide,NA
42090511000001105,Tolazamide 500mg tablets,SU,NA,Tolazamide,NA
42090611000001109,Tolbutamide 500mg tablets,SU,NA,Tolbutamide,NA
42098311000001102,Metformin 1g oral powder sachets sugar free (Morningside Healthcare Ltd),MFN,NA,Metformin,NA
42098411000001109,Metformin 1g oral powder sachets sugar free (Morningside Healthcare Ltd) 30 sachet,MFN,NA,Metformin,NA
42122811000001106,Metformin 1g modified-release tablets (Teva UK Ltd),MFN,NA,Metformin,NA
42122911000001101,Metformin 1g modified-release tablets (Teva UK Ltd) 28 tablet,MFN,NA,Metformin,NA
42123011000001109,Metformin 1g modified-release tablets (Teva UK Ltd) 56 tablet,MFN,NA,Metformin,NA
42123111000001105,Metformin 500mg modified-release tablets (Teva UK Ltd),MFN,NA,Metformin,NA
42123211000001104,Metformin 500mg modified-release tablets (Teva UK Ltd) 28 tablet,MFN,NA,Metformin,NA
42123311000001107,Metformin 500mg modified-release tablets (Teva UK Ltd) 56 tablet,MFN,NA,Metformin,NA
42144511000001101,Metformin 1g modified-release tablets (Strides Pharma UK Ltd),MFN,NA,Metformin,NA
42144611000001102,Metformin 1g modified-release tablets (Strides Pharma UK Ltd) 28 tablet 2 x 14 tablets,MFN,NA,Metformin,NA
42144711000001106,Metformin 1g modified-release tablets (Strides Pharma UK Ltd) 56 tablet 4 x 14 tablets,MFN,NA,Metformin,NA
42146211000001109,Metformin 750mg modified-release tablets (Strides Pharma UK Ltd),MFN,NA,Metformin,NA
42146311000001101,Metformin 750mg modified-release tablets (Strides Pharma UK Ltd) 28 tablet 2 x 14 tablets,MFN,NA,Metformin,NA
42146411000001108,Metformin 750mg modified-release tablets (Strides Pharma UK Ltd) 56 tablet 4 x 14 tablets,MFN,NA,Metformin,NA
42160211000001104,Metformin 500mg modified-release tablets (Strides Pharma UK Ltd),MFN,NA,Metformin,NA
42160311000001107,Metformin 500mg modified-release tablets (Strides Pharma UK Ltd) 28 tablet 2 x 14 tablets,MFN,NA,Metformin,NA
42160411000001100,Metformin 500mg modified-release tablets (Strides Pharma UK Ltd) 56 tablet 4 x 14 tablets,MFN,NA,Metformin,NA
42169311000001103,Vildagliptin 50mg / Metformin 850mg tablets (Torrent Pharma (UK) Ltd),MFN,DPP4,Metformin,Vildagliptin
42169411000001105,Vildagliptin 50mg / Metformin 850mg tablets (Torrent Pharma (UK) Ltd) 60 tablet 6 x 10 tablets,MFN,DPP4,Metformin,Vildagliptin
42169511000001109,Vildagliptin 50mg / Metformin 1g tablets (Torrent Pharma (UK) Ltd),MFN,DPP4,Metformin,Vildagliptin
42169611000001108,Vildagliptin 50mg / Metformin 1g tablets (Torrent Pharma (UK) Ltd) 60 tablet 6 x 10 tablets,MFN,DPP4,Metformin,Vildagliptin
422002006,Rosiglitazone 2 mg oral tablet,TZD,NA,Rosiglitazone,NA
42218211000001102,Metformin 500mg modified-release tablets (Brown & Burk UK Ltd),MFN,NA,Metformin,NA
42218311000001105,Metformin 500mg modified-release tablets (Brown & Burk UK Ltd) 28 tablet 2 x 14 tablets,MFN,NA,Metformin,NA
42218411000001103,Metformin 500mg modified-release tablets (Brown & Burk UK Ltd) 56 tablet 4 x 14 tablets,MFN,NA,Metformin,NA
42218511000001104,Metformin 750mg modified-release tablets (Brown & Burk UK Ltd),MFN,NA,Metformin,NA
42218611000001100,Metformin 750mg modified-release tablets (Brown & Burk UK Ltd) 28 tablet 2 x 14 tablets,MFN,NA,Metformin,NA
42218711000001109,Metformin 750mg modified-release tablets (Brown & Burk UK Ltd) 56 tablet 4 x 14 tablets,MFN,NA,Metformin,NA
42232311000001101,Gliclazide 40mg tablets (Brown & Burk UK Ltd) 28 tablet 2 x 14 tablets,SU,NA,Gliclazide,NA
42232811000001105,Gliclazide 40mg tablets (Brown & Burk UK Ltd),SU,NA,Gliclazide,NA
42233711000001105,Metformin 850mg tablets (Accord-UK Ltd),MFN,NA,Metformin,NA
42233811000001102,Metformin 850mg tablets (Accord-UK Ltd) 56 tablet 4 x 14 tablets,MFN,NA,Metformin,NA
42233911000001107,Metformin 850mg tablets 200 tablet,MFN,NA,Metformin,NA
42234011000001105,Metformin 850mg tablets (Accord-UK Ltd) 200 tablet,MFN,NA,Metformin,NA
42241011000001108,Metformin 1g modified-release tablets (Brown & Burk UK Ltd),MFN,NA,Metformin,NA
42241111000001109,Metformin 1g modified-release tablets (Brown & Burk UK Ltd) 28 tablet 2 x 14 tablets,MFN,NA,Metformin,NA
42241211000001103,Metformin 1g modified-release tablets (Brown & Burk UK Ltd) 56 tablet 4 x 14 tablets,MFN,NA,Metformin,NA
42241311000001106,Metformin 500mg tablets (Brown & Burk UK Ltd),MFN,NA,Metformin,NA
42241411000001104,Metformin 500mg tablets (Brown & Burk UK Ltd) 500 tablet,MFN,NA,Metformin,NA
42241511000001100,Metformin 850mg tablets (Brown & Burk UK Ltd),MFN,NA,Metformin,NA
42241611000001101,Metformin 850mg tablets (Brown & Burk UK Ltd) 300 tablet,MFN,NA,Metformin,NA
42246511000001109,Metformin 1g tablets (Accord-UK Ltd),MFN,NA,Metformin,NA
42246611000001108,Metformin 1g tablets (Accord-UK Ltd) 28 tablet 2 x 14 tablets,MFN,NA,Metformin,NA
42285811000001108,Sitagliptin 25mg tablets (Sun Pharma UK Ltd) (product),DPP4,NA,Sitagliptin,NA
42286011000001106,Sitagliptin 25mg tablets (Sun Pharma UK Ltd) 28 tablet 4 x 7 tablets,DPP4,NA,Sitagliptin,NA
42286211000001101,Sitagliptin 50mg tablets (Sun Pharma UK Ltd),DPP4,NA,Sitagliptin,NA
42286311000001109,Sitagliptin 50mg tablets (Sun Pharma UK Ltd) 28 tablet 4 x 7 tablets (product),DPP4,NA,Sitagliptin,NA
42286411000001102,Sitagliptin 100mg tablets (Sun Pharma UK Ltd) (product),DPP4,NA,Sitagliptin,NA
42286511000001103,Sitagliptin 100mg tablets (Sun Pharma UK Ltd) 28 tablet 4 x 7 tablets (product),DPP4,NA,Sitagliptin,NA
42310311000001102,Metformin 500mg tablets (Accord-UK Ltd) 1000 tablet,MFN,NA,Metformin,NA
42312611000001108,Metformin 500mg tablets (A A H Pharmaceuticals Ltd) 1000 tablet,MFN,NA,Metformin,NA
42312711000001104,Metformin 850mg tablets (A A H Pharmaceuticals Ltd) 200 tablet,MFN,NA,Metformin,NA
42314111000001108,Sitagliptin 100mg tablets (Xiromed),DPP4,NA,Sitagliptin,NA
42314211000001102,Sitagliptin 100mg tablets (Xiromed) 28 tablet 2 x 14 tablets,DPP4,NA,Sitagliptin,NA
42314311000001105,Sitagliptin 25mg tablets (Xiromed),DPP4,NA,Sitagliptin,NA
42314411000001103,Sitagliptin 25mg tablets (Xiromed) 28 tablet 2 x 14 tablets,DPP4,NA,Sitagliptin,NA
42314711000001109,Sitagliptin 50mg tablets (Xiromed),DPP4,NA,Sitagliptin,NA
42314911000001106,Sitagliptin 50mg tablets (Xiromed) 28 tablet 2 x 14 tablets,DPP4,NA,Sitagliptin,NA
42325011000001103,Gliclazide 40mg tablets (Key Pharmaceuticals Ltd),SU,NA,Gliclazide,NA
42325111000001102,Gliclazide 40mg tablets (Key Pharmaceuticals Ltd) 28 tablet 2 x 14 tablets,SU,NA,Gliclazide,NA
423605003,Rosiglitazone + glimepiride,SU,TZD,Glimepiride,Rosiglitazone
423865003,Glimepiride + pioglitazone,SU,TZD,Glimepiride,Pioglitazone
42390711000001104,Sitagliptin 25mg tablets (Teva UK Ltd),DPP4,NA,Sitagliptin,NA
42390811000001107,Sitagliptin 25mg tablets (Teva UK Ltd) 28 tablet 4 x 7 tablets,DPP4,NA,Sitagliptin,NA
42390911000001102,Sitagliptin 50mg tablets (Teva UK Ltd),DPP4,NA,Sitagliptin,NA
42391011000001105,Sitagliptin 50mg tablets (Teva UK Ltd) 28 tablet 4 x 7 tablets,DPP4,NA,Sitagliptin,NA
42391111000001106,Sitagliptin 100mg tablets (Teva UK Ltd),DPP4,NA,Sitagliptin,NA
42391211000001100,Sitagliptin 100mg tablets (Teva UK Ltd) 28 tablet 4 x 7 tablets,DPP4,NA,Sitagliptin,NA
423962004,Sitagliptin 25mg tablets,DPP4,NA,Sitagliptin,NA
424106006,Sitagliptin,DPP4,NA,Sitagliptin,NA
42413811000001105,Metformin 500mg tablets (Fourrts (UK) Pharmacare Ltd),MFN,NA,Metformin,NA
42413911000001100,Metformin 500mg tablets (Fourrts (UK) Pharmacare Ltd) 28 tablet,MFN,NA,Metformin,NA
424143008,Rosiglitazone 4 mg and glimepiride 2 mg oral tablet,SU,TZD,Glimepiride,Rosiglitazone
424345005,Sitagliptin 100mg tablets,DPP4,NA,Sitagliptin,NA
424402004,Rosiglitazone 4 mg and glimepiride 4 mg oral tablet,SU,TZD,Glimepiride,Rosiglitazone
424513004,Sitagliptin 50mg tablets,DPP4,NA,Sitagliptin,NA
424707006,Rosiglitazone 4 mg and glimepiride 1 mg oral tablet,SU,TZD,Glimepiride,Rosiglitazone
424740002,Glimepiride 2 mg and pioglitazone 30 mg oral tablet,SU,TZD,Glimepiride,Pioglitazone
42484311000001102,Metformin 500mg/5ml oral solution sugar free 300 ml,MFN,NA,Metformin,NA
42484411000001109,Metformin 500mg/5ml oral solution sugar free (Medley Pharma Ltd) 300 ml,MFN,NA,Metformin,NA
424919009,Glimepiride 4 mg and pioglitazone 30 mg oral tablet,SU,TZD,Glimepiride,Pioglitazone
4249511000001107,Metformin 500mg tablets (Unichem Plc) 84 tablet 6 x 14 tablets (product),MFN,NA,Metformin,NA
42549611000001108,Metformin 750mg modified-release tablets (A A H Pharmaceuticals Ltd) 56 tablet 4 x 14 tablets,MFN,NA,Metformin,NA
42562211000001108,Sitagliptin 25mg tablets (Cipla EU Ltd),DPP4,NA,Sitagliptin,NA
42562311000001100,Sitagliptin 25mg tablets (Cipla EU Ltd) 28 tablet 2 x 14 tablets,DPP4,NA,Sitagliptin,NA
42563011000001107,Sitagliptin 50mg tablets (Cipla EU Ltd),DPP4,NA,Sitagliptin,NA
42563111000001108,Sitagliptin 50mg tablets (Cipla EU Ltd) 28 tablet 2 x 14 tablets,DPP4,NA,Sitagliptin,NA
42563211000001102,Sitagliptin 100mg tablets (Cipla EU Ltd),DPP4,NA,Sitagliptin,NA
42563311000001105,Sitagliptin 100mg tablets (Cipla EU Ltd) 28 tablet 2 x 14 tablets,DPP4,NA,Sitagliptin,NA
425651000,Sitagliptin 50 mg and metformin 1000 mg oral tablet,MFN,DPP4,Metformin,Sitagliptin
42581811000001103,Metformin 500mg tablets (Phoenix Healthcare Distribution Ltd) 1000 tablet,MFN,NA,Metformin,NA
